pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at,카카오맵_매칭된_주차장명,카카오맵_유사도,카카오맵_별점,카카오맵_리뷰수,카카오맵_URL,카카오맵_후기_URL
청계6(북) 공영주차장(시),종로구 종로6가 289-49,1452441,NS,노상 주차장,1,시간제 주차장,,900,100,900.0,1500.0,0.0,0.0,1,유료,450.0,5.0,450.0,5.0,,,37.56997057,127.010926,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4.0,2026-06-28 01:16:58,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,0.0,1111016400024.0,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:02,,,,,,
당고개위 공영주차장(시),노원구 상계동 111-568,1453742,NS,노상 주차장,1,시간제 주차장,02-1688-1054,900,2200,900.0,2200.0,900.0,2200.0,1,유료,400.0,5.0,400.0,5.0,,,37.67041699,127.08060398,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4.0,2026-06-28 01:16:55,Y,유료,N,야간 미개방,900.0,2200.0,N,무료,0.0,1135010500056.0,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:02,,,,,,
수락산디자인서울거리(구),노원구 상계동 996-2,1453816,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,150.0,5.0,,,19800.0,100000.0,37.6745427016739,127.060323821632,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:02,수락산디자인거리 공영주차장 전기차충전소,68.8%,평가 없음,0,https://place.map.kakao.com/157837868,
주공7단지옆(구),노원구 상계동 693-5,1453857,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6562650862218,127.060948757682,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:03,주공7단지 주차장,94.1%,평가 없음,0,https://place.map.kakao.com/1305274308,
(구)북부지법주변(구),노원구 공릉동 629-1,1453979,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6190979440799,127.077505173507,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:04,,,조건 불일치 제외,,,
유경백화점뒤(구),노원구 중계동 364-16,1454052,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6502953463556,127.077542909409,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:04,,,조건 불일치 제외,,,
주공6단지상가주변(구),노원구 상계동 723-2,1454055,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6538362665334,127.062236722451,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:05,주공6단지상가주변공영주차장,92.3%,1.0,1,https://place.map.kakao.com/27109149,https://place.map.kakao.com/27109149#review
청구건영아파트옆(구),노원구 중계동 360-4,1454202,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6503325197976,127.075797863711,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:06,청구건영아파트옆 공영주차장,91.7%,평가 없음,0,https://place.map.kakao.com/25620249,
신한증권옆(구),노원구 중계동 366-12,1454316,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6512838555396,127.077617707646,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:06,,,조건 불일치 제외,,,
주공5단지옆(구),노원구 중계동 359-16,1454520,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1800.0,900.0,1800.0,1,유료,250.0,5.0,,,33000.0,150000.0,37.6515727772772,127.07641150043,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:07,,,조건 불일치 제외,,,
부영그린 공영노상주차장(구),양천구 목동 908-35,147462,NS,노상 주차장,1,시간제 주차장,02-2644-1386,900,1900,900.0,1500.0,0.0,0.0,1,유료,150.0,5.0,,,9000.0,100000.0,37.5369886229654,126.881434897961,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:08,부영그린공영주차장,90.0%,5.0,1,https://place.map.kakao.com/27217359,https://place.map.kakao.com/27217359#review
성내역(잠실나루역) 공영주차장(시),송파구 신천동 11-1,1475224,NS,노상 주차장,1,시간제 주차장,,900,1800,900.0,1500.0,0.0,0.0,1,유료,270.0,5.0,270.0,5.0,,,37.51757323,127.1050743,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),15.0,2026-06-28 01:16:23,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,,1171010200007.0,270.0,5.0,270.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:08,,,,,,
동작대교(위) 공영주차장(시),동작구 동작동 316-3,1477337,NS,노상 주차장,1,시간제 주차장,,1300,2200,1300.0,2200.0,1300.0,2200.0,1,유료,450.0,5.0,450.0,5.0,,,37.50518327,126.9807545,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),9.0,2026-06-28 01:16:21,Y,유료,N,야간 미개방,1300.0,2200.0,N,무료,0.0,1159010600002.0,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:08,,,,,,
삼성동 제1공영주차장(구),관악구 신림동 808-498 원산2길 40 일대,1486889,NS,노상 주차장,1,시간제 주차장,02-2081-2600,900,1900,0.0,0.0,0.0,0.0,1,유료,150.0,5.0,,,,,37.4686768047813,126.930999251416,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:08,삼성동제1공영주차장,100.0%,5.0,1,https://place.map.kakao.com/20517182,https://place.map.kakao.com/20517182#review
신림동 제2공영주차장(구),관악구 신림동 1472-1,1486978,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000.0,2000.0,1000.0,2000.0,1,유료,250.0,5.0,,,,,37.484624154667,126.925258678281,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:09,신림동제2노상공영주차장,90.9%,4.3,3,https://place.map.kakao.com/17100725,https://place.map.kakao.com/17100725#review
조원동 제2공영주차장(구),관악구 신림동 1675-5 조원로 4~37구간,1486995,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000.0,2000.0,1000.0,2000.0,1,유료,250.0,5.0,,,,,37.4839833114527,126.907844072457,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:10,,,조건 불일치 제외,,,
낙성대 제1공영주차장(구),관악구 봉천동 1627-10,1486998,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000.0,2000.0,1000.0,2000.0,1,유료,250.0,5.0,,,,,37.4778567653378,126.958885853966,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:10,낙성대제1공영주차장,100.0%,평가 없음,0,https://place.map.kakao.com/20514156,
서원동 제1공영주차장(구),관악구 신림동 1642-7 관천로 32~44구간,1487237,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000.0,2000.0,1000.0,2000.0,1,유료,250.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:11,,,,,,
영동대로106길(구),강남구 삼성동 172-7,1495425,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.5137854827037,127.063002500052,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:11,,,조건 불일치 제외,,,
논현로28길 노상공영 주차장(구),강남구 도곡동 524-0,1495481,NS,노상 주차장,1,시간제 주차장,02-2176-0907,900,1900,0.0,0.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.4832424381052,127.044161919943,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:12,논현로28길 노상공영주차장,100.0%,5.0,1,https://place.map.kakao.com/17772274,https://place.map.kakao.com/17772274#review
테헤란로64길(구),강남구 대치동 1011-19,1495580,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.50340263911,127.051118826806,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:14,롯데로즈골드1차 주차장,38.1%,평가 없음,0,https://place.map.kakao.com/26377527,
도산대로45길(구),강남구 신사동 668-23,1495582,NS,노상 주차장,1,시간제 주차장,02-1544-3113,1000,2000,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5230420496019,127.035517099123,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:14,신사슬기길주차장,44.4%,평가 없음,0,https://place.map.kakao.com/20518580,
선릉로146길 노상공영주차장(구),강남구 청담동 77-27,1495593,NS,노상 주차장,1,시간제 주차장,,1000,2000,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,,,,150000.0,37.5219312073196,127.041063544542,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:15,선릉로146길 공영노상주차장,85.7%,4.0,2,https://place.map.kakao.com/26826660,https://place.map.kakao.com/26826660#review
선릉로132길 노상공영 주차장(구),강남구 청담동 77-84,1495594,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5182185145223,127.042645149412,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:16,선릉로132길 노상공영주차장,100.0%,평가 없음,0,https://place.map.kakao.com/17768868,
영동대로85길(구),강남구 대치동 1012-15,1495596,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5069412499922,127.05830988059,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:17,,,조건 불일치 제외,,,
남부순환로397길(구),강남구 대치동 600-13,1495622,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.4941317654635,127.060408876576,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:18,,,조건 불일치 제외,,,
대치동507-3(구),강남구 대치동 507-3,1495632,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.4933427717736,127.062623582885,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:19,대치동507-3 노상공영주차장,84.6%,5.0,1,https://place.map.kakao.com/17772323,https://place.map.kakao.com/17772323#review
영동대로96길(구),강남구 삼성동 172-41,1495682,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.5113748296893,127.065028251795,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:19,대윤빌딩 주차장,47.1%,평가 없음,0,https://place.map.kakao.com/26537163,
언주로147길(구),강남구 논현동 279-22,1495734,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5198703412914,127.033347658609,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:20,나누리병원 신관 주차장,30.0%,평가 없음,0,https://place.map.kakao.com/53055515,
영동대로85길(구),강남구 대치동 1012-111,1495787,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5058409022446,127.05857367505,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:21,영동대로85길 노상공영주차장(요금정산소 옆) 전기차충전소,52.6%,평가 없음,0,https://place.map.kakao.com/164314637,
언주로171길(구),강남구 신사동 668-11,1495907,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5276011903962,127.03245736275,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:22,언주로171길 노상공영주차장,83.3%,2.5,2,https://place.map.kakao.com/17768288,https://place.map.kakao.com/17768288#review
압구정고가1 공영주차장(시),강남구 신사동 668-0,1496216,NS,노상 주차장,1,시간제 주차장,,800,2100,900.0,2100.0,900.0,2100.0,1,유료,810.0,5.0,810.0,5.0,,,37.52611513,127.0284475,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,2026-06-28 01:16:22,Y,유료,N,야간 미개방,900.0,2100.0,N,무료,0.0,1168010700019.0,810.0,5.0,810.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:22,,,,,,
동호대교(남) 공영주차장(시),강남구 압구정동 435-0,1496233,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1900.0,0.0,0.0,1,유료,290.0,5.0,290.0,5.0,,105000.0,37.53106835,127.02481727,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),15.0,2026-06-28 01:16:23,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,105000.0,1168011000004.0,290.0,5.0,290.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:22,,,,,,
개포주공5단지북측(구),강남구 개포동 186-4 ,1496801,NS,노상 주차장,1,시간제 주차장,02-445-8879,900,1900,900.0,1900.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.4886377509428,127.067776325003,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:23,,,조건 불일치 제외,,,
대림역2 공영주차장(시),구로구 구로동 73-9,1499707,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1500.0,0.0,0.0,1,유료,400.0,5.0,400.0,5.0,,160000.0,37.49568958,126.89374306,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),13.0,2026-06-28 01:17:00,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,160000.0,1153010200069.0,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:23,,,,,,
배다리동길 노상공영주차장(구),강서구 화곡동 890-0,1503228,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900.0,1500.0,0.0,0.0,1,유료,200.0,5.0,,,,120000.0,37.5290456595599,126.848908049873,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:24,,,조건 불일치 제외,,,
등촌3동 구암길(구),강서구 등촌동 695-0,1503430,NS,노상 주차장,1,시간제 주차장,02-1899-5498,900,1900,900.0,1500.0,0.0,0.0,1,유료,250.0,5.0,250.0,5.0,10000.0,120000.0,37.5604516606831,126.84486883674,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:24,등촌3동구암길 노상공영주차장,83.3%,평가 없음,0,https://place.map.kakao.com/25612180,
방죽길 노상공영주차장(구),강서구 화곡동 1111-8,1503473,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900.0,1500.0,0.0,0.0,1,유료,250.0,5.0,,,,120000.0,37.552965686177,126.85163468937,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:25,화곡8동방죽길노상공영주차장,83.3%,평가 없음,0,https://place.map.kakao.com/1624492327,
달구지길 노상공영주차장(구),강서구 화곡동 361-1,1503674,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2065-1575,900,1900,0.0,0.0,0.0,0.0,1,유료,250.0,5.0,,,,120000.0,37.5336462319505,126.837356988102,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:26,달구지길 노상공영주차장,100.0%,평가 없음,0,https://place.map.kakao.com/26229688,
배다리서길 노상공영주차장(구),강서구 화곡동 949-7,1503981,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900.0,1500.0,0.0,0.0,1,유료,200.0,5.0,,,,120000.0,37.5285442405257,126.846661682221,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:27,,,조건 불일치 제외,,,
방신시장 고객주차장(구),강서구 방화동 858-0,1504402,NS,노상 주차장,1,시간제 주차장,02-2666-4080,900,1900,900.0,1900.0,0.0,0.0,1,유료,250.0,5.0,,,,60000.0,37.5723385124426,126.813329982301,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:28,,,조건 불일치 제외,,,
가양3동 황금내공원길(구),강서구 가양동 1485-0,1504483,NS,노상 주차장,1,시간제 주차장,02-2607-9113,900,1900,900.0,1500.0,0.0,0.0,1,유료,100.0,5.0,100.0,5.0,5000.0,50000.0,37.5632291233676,126.859294056062,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:29,,,조건 불일치 제외,,,
꿈나무길 노상공영주차장(구),강서구 등촌동 709-16,1504492,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900.0,1500.0,0.0,0.0,1,유료,250.0,5.0,,,,120000.0,37.5599790866216,126.846383600461,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:30,꿈나무길노상공영주차장,100.0%,5.0,1,https://place.map.kakao.com/2068153562,https://place.map.kakao.com/2068153562#review
망원 유료 주차장(구),마포구 망원동 394-79,1504622,NS,노상 주차장,1,시간제 주차장,,900,1900,0.0,0.0,0.0,0.0,1,유료,150.0,5.0,150.0,5.0,,100000.0,37.5523777664746,126.904709801334,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:31,,,조건 불일치 제외,,,
용강동 노상 공영주차장(구),마포구 용강동 122-15,1504664,NS,노상 주차장,1,시간제 주차장,,1200,2200,1200.0,1800.0,0.0,0.0,1,유료,250.0,5.0,250.0,5.0,,,37.5410997840414,126.941515978439,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:31,,,조건 불일치 제외,,,
신학대길 노상공영주차장(구),강서구 화곡동 980-19,1504672,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900.0,1500.0,0.0,0.0,1,유료,250.0,5.0,,,,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:32,,,,,,
경남 공영주차장(구),마포구 서교동 376-5,1505123,NS,노상 주차장,1,시간제 주차장,,1100,2100,1100.0,2100.0,0.0,0.0,1,유료,250.0,5.0,250.0,5.0,,150000.0,37.5532814832194,126.917797558992,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:33,,,조건 불일치 제외,,,
연남 유료 주차장(구),마포구 연남동 258-3,1506891,NS,노상 주차장,1,시간제 주차장,,1000,2100,1000.0,2100.0,0.0,0.0,1,유료,250.0,5.0,250.0,5.0,,150000.0,37.5620216042174,126.924121466838,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:34,,,조건 불일치 제외,,,
청기와 유료 주차장(구),마포구 서교동 479-4,1508823,NS,노상 주차장,1,시간제 주차장,,1100,2100,0.0,0.0,0.0,0.0,1,유료,250.0,5.0,250.0,5.0,,120000.0,37.554746797222,126.913047920186,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:35,,,조건 불일치 제외,,,
DDP동측(양쪽) 관광버스전용 주차장(시),중구 을지로7가 2-36,1509186,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,0,0,0.0,0.0,0.0,0.0,1,무료,,,,,,,37.56612746,127.0114906,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),5.0,2026-06-28 01:16:24,N,무료,N,야간 미개방,0.0,0.0,Y,유료,0.0,1114014900221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:35,,,,,,
세운대림상가(서측)(구),중구 산림동 207-1,1509377,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,1900,900.0,1500.0,0.0,0.0,1,유료,500.0,5.0,500.0,5.0,,250000.0,37.5680488733938,126.995368505665,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:36,대림상가옆 공영주차장,73.7%,평가 없음,0,https://place.map.kakao.com/1870032787,
청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,1509662,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1500.0,0.0,0.0,1,유료,750.0,5.0,750.0,5.0,,,37.56907094,127.0022251,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),2.0,2026-06-28 01:16:58,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,0.0,1114015300214.0,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:36,,,,,,
이화여고 앞(구),중구 순화동 1-139,1509757,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,2000,900.0,1600.0,0.0,0.0,1,유료,250.0,5.0,250.0,5.0,,180000.0,37.5651788717649,126.968491155613,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:37,이화여고앞공영주차장,88.9%,5.0,1,https://place.map.kakao.com/26909635,https://place.map.kakao.com/26909635#review
청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,1509853,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1500.0,0.0,0.0,1,유료,750.0,5.0,750.0,5.0,,,37.56821635,126.99795916,서울API,1.0,현재~20분이내 연계데이터 존재(현재 주차대수 표현),8.0,2026-06-28 01:16:57,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,0.0,1114015200210.0,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:37,,,,,,
세운대림상가(동측)(구),중구 산림동 207-2,1509934,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,1900,900.0,1500.0,0.0,0.0,1,유료,500.0,5.0,500.0,5.0,,250000.0,37.5675235050637,126.99542739784,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:38,대림상가옆 공영주차장,73.7%,평가 없음,0,https://place.map.kakao.com/1870032787,
청계5(남) 공영주차장(시),중구 을지로6가 17-442 0,1510016,NS,노상 주차장,1,시간제 주차장,,900,1900,900.0,1500.0,0.0,0.0,1,유료,750.0,5.0,750.0,5.0,,,37.56950204,127.00730705,서울API,0.0,미연계중,,,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,0.0,1114014800218.0,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:38,,,,,,
당인 유료 주차장(구),마포구 합정동 362-1,1510050,NS,노상 주차장,1,시간제 주차장,,1100,2100,0.0,0.0,0.0,0.0,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.5478264780271,126.917794723098,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:39,,,조건 불일치 제외,,,
남평화시장(구),중구 신당동 779-0,1510112,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,2359,0.0,2359.0,0.0,2359.0,1,유료,500.0,5.0,500.0,5.0,,250000.0,37.5689042037082,127.011146524824,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:40,남평화시장앞공영주차장,84.2%,1.0,2,https://place.map.kakao.com/26879270,https://place.map.kakao.com/26879270#review
맑은내길 노상공영주차장(구),중구 신당동 213-0 0,1510159,NS,노상 주차장,1,시간제 주차장,02)2280-8367,0,2400,0.0,2400.0,0.0,2400.0,1,유료,500.0,5.0,500.0,5.0,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:41,,,,,,
청계5(방산동) 공영주차장(시),중구 방산동 52-1,1510632,NS,노상 주차장,1,시간제 주차장,,900,100,900.0,1500.0,0.0,0.0,1,유료,750.0,5.0,750.0,5.0,,,37.56948233,127.00576235,서울API,0.0,미연계중,,,Y,유료,N,야간 미개방,0.0,0.0,Y,유료,0.0,1114015300219.0,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:41,,,,,,
코오롱빌딩 옆(구),중구 태평로1가 31-0,1510726,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,2100,900.0,1800.0,0.0,0.0,1,유료,600.0,5.0,600.0,5.0,,250000.0,37.566585446882,126.978203640984,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:41,서울특별시청 주차장,33.3%,2.2,6,https://place.map.kakao.com/1076650730,https://place.map.kakao.com/1076650730#review
조선호텔 앞(구),중구 소공동 87-3 0,1510781,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,2100,900.0,1800.0,0.0,0.0,1,유료,600.0,5.0,600.0,5.0,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:42,,,,,,
청소년회관 뒤 노상 공영주차장(구),중구 수표동 50-1 0,1511112,NS,노상 주차장,1,시간제 주차장,,800,2200,900.0,2200.0,0.0,0.0,1,유료,500.0,5.0,500.0,5.0,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:43,,,,,,
소파길노상 공영주차장(시),중구 회현동1가 1-19,1511592,NS,노상 주차장,1,시간제 주차장,,900,2100,900.0,2100.0,900.0,2100.0,1,유료,340.0,5.0,340.0,5.0,,,37.55589141,126.98383855,서울API,0.0,미연계중,,,Y,유료,N,야간 미개방,900.0,2100.0,N,무료,0.0,1114012100010.0,340.0,5.0,340.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:09:43,,,,,,
