pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at
천호2동제2(구),강동구 천호동 431-2,1521355,NS,노상 주차장,1,시간제 주차장,,0900,2000,0900,2000,0900,2000,1,유료,250.0,5.0,,,,,37.5400464440235,127.123221653937,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:50
주양쇼핑앞 노상주차장(구),강동구 명일동 51-1,1522168,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1800,0000,0000,0000,0000,1,유료,250.0,5.0,3000.0,60.0,,,37.5517606054612,127.154475334581,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:51
주양쇼핑옆 노상주차장(구),강동구 명일동 47-21,1522176,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1800,0000,0000,0000,0000,1,유료,250.0,5.0,3000.0,60.0,,,37.5529354600961,127.15305759598,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:52
가산중앞(구),금천구 독산동 300-26,1525590,NS,노상 주차장,1,시간제 주차장,,0830,1900,0000,0000,0000,0000,1,유료,250.0,5.0,,,15000.0,130000.0,37.4691754852834,126.894781581495,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:53
가산디지털환승(구),금천구 가산동 35-2,1526725,NS,노상 주차장,1,시간제 주차장,,0830,1900,0000,0000,0000,0000,1,유료,150.0,5.0,,,10000.0,65000.0,37.4831403885894,126.882069420028,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:54
LG텔레콤(구),금천구 가산동 60-36,1526743,NS,노상 주차장,1,시간제 주차장,,0830,1900,1000,1800,1000,1900,1,유료,250.0,5.0,,,15000.0,130000.0,37.4746665778928,126.887235391616,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:54
SJ테크노빌(구),금천구 가산동 60-19,1526747,NS,노상 주차장,1,시간제 주차장,,0830,1900,1000,1800,1000,1900,1,유료,250.0,5.0,,,15000.0,130000.0,37.4794183788465,126.884590143595,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:55
사조냉장-무등실업(구),금천구 독산동 303-2,1527979,NS,노상 주차장,1,시간제 주차장,,0830,1900,0000,0000,0000,0000,1,유료,250.0,5.0,,,15000.0,130000.0,37.4713974966913,126.891330323701,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:56
방배중앙로 노상공영주차장(구),서초구 방배동 760-3,1530271,NS,노상 주차장,1,시간제 주차장,080-703-6000,1000,2000,0000,0000,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.4949614247933,126.985943904521,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:57
마장축산물시장 남문(구),성동구 마장동 805-0,1536637,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,10000.0,80000.0,37.5670972769293,127.043906780866,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:58
성수역 3번출구 앞(구),성동구 성수동2가 276-5,1538694,NS,노상 주차장,1,시간제 주차장,02-2204-7970,0900,1800,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,10000.0,80000.0,37.5430799943731,127.060640485442,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:58
장한평자동차시장 노상공영주차장(구),성동구 용답동 225-13,1538796,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,10000.0,80000.0,37.5619443925418,127.058267606999,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:09:59
KT성수분국 앞(구),성동구 성수동2가 277-43,1538943,NS,노상 주차장,1,시간제 주차장,,0900,1800,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,10000.0,80000.0,37.5438726245303,127.061297770805,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:00
"신정1,3동 복개(구)",양천구 신정동 1031-0,1538950,NS,노상 주차장,1,시간제 주차장,02-2645-1158,0900,1900,0900,1300,0000,0000,1,유료,150.0,5.0,300.0,10.0,9000.0,70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:01
파리공원(구),양천구 목동 906-1,1538954,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,150.0,5.0,150.0,5.0,,,37.5338268680507,126.876631201142,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:02
신정4동길(구),양천구 신정동 902-0,1538961,NS,노상 주차장,1,시간제 주차장,02-2695-8597,0900,1900,0900,1300,0000,0000,1,유료,150.0,5.0,300.0,10.0,9000.0,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:02
신월1동저지복개2구역(구),양천구 신월동 90-1,1540609,NS,노상 주차장,1,시간제 주차장,02-2698-1386,0900,1900,0900,1300,0000,0000,1,유료,150.0,5.0,300.0,10.0,9000.0,70000.0,37.536422110511,126.834109822742,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:03
청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,1540689,NS,노상 주차장,1,시간제 주차장,02-2274-2009,0900,1900,0900,1500,0000,0000,1,유료,450.0,5.0,450.0,5.0,,150000.0,37.57115425,127.02429757,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),35.0,2026-06-28 01:16:24,Y,유료,N,야간 미개방,0000,0000,Y,유료,150000,1120010100349,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:03
양천경찰서 노상공영주차장(구),양천구 신정동 322-3,1540759,NS,노상 주차장,1,시간제 주차장,02-2644-1386,0900,1900,0900,1500,0000,0000,1,유료,150.0,5.0,,,9000.0,70000.0,37.5168270926574,126.864983921036,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:04
신월5동복개주차장(구),양천구 신월동 53-2,1540766,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1300,0000,0000,1,유료,150.0,5.0,300.0,10.0,,70000.0,37.5390248285097,126.826891751204,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:05
양천공원옆(구),양천구 신정동 320-3,1540785,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1300,0000,0000,1,유료,150.0,5.0,150.0,5.0,,70000.0,37.5188606474326,126.869057821632,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:05
양천구청 노상공영주차장(구),양천구 신정동 321-3,1540806,NS,노상 주차장,1,시간제 주차장,02-2644-1386,0900,1900,0900,1500,0000,0000,1,유료,150.0,5.0,,,9000.0,70000.0,37.517495288354,126.866899692953,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:06
법안정사 공영주차장(구),양천구 목동 907-1,1540868,NS,노상 주차장,1,시간제 주차장,02-2644-1386,0900,1900,0900,1500,0000,0000,1,유료,150.0,5.0,,,9000.0,100000.0,37.5355086359434,126.877893823768,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:07
KBS별관뒤 노상주차장(구),영등포구 여의도동 4-5,1542854,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,500.0,5.0,36000.0,200000.0,37.5189343830574,126.928497996598,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:08
도림고가 노상주차장(구),영등포구 문래동1가 39-1,1542963,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,100.0,5.0,200.0,10.0,,50000.0,37.5118296748834,126.897513338004,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:08
교보생명옆 노상주차장(구),영등포구 당산동2가 21-26,1543091,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,300.0,10.0,15000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:09
교보생명 앞 노상주차장(구),영등포구 양평동1가 71-0,1543175,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,500.0,10.0,15000.0,100000.0,37.5235069978012,126.891030460369,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:10
문래동주민센터 앞 노상주차장(구),영등포구 문래동3가 55-16,1543176,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,10.0,500.0,10.0,15000.0,100000.0,37.5176039762221,126.899977594651,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:11
동문굿모닝탑 앞 노상공영주차장(구),양천구 신정동 324-3,1543204,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,150.0,5.0,,,,70000.0,37.5154586759156,126.861044742535,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:12
산업은행앞 노상주차장(구),영등포구 여의도동 16-0,1543279,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,500.0,5.0,36000.0,200000.0,37.5277715684958,126.922048872456,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:12
MBC방송국뒤 노상주차장(구),영등포구 여의도동 3-1,1543292,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5239835570389,126.930843479551,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:13
KBS본관 앞 노상주차장(구),영등포구 여의도동 1-7,1543307,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5264143098253,126.917166599314,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:14
성애병원 앞 노상주차장(구),영등포구 신길동 451-2,1543332,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,500.0,10.0,,100000.0,37.5120602709657,126.922780395642,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:15
삼환아파트 앞 노상주차장(구),영등포구 문래동4가 41-0,1545129,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,500.0,10.0,15000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:16
진주아파트 옆 노상주차장(구),영등포구 여의도동 54-4,1545155,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5184272523315,126.9323977505,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:16
대신시장 노상주차장(구),영등포구 신길동 116-15,1545190,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,100.0,5.0,200.0,10.0,6000.0,50000.0,37.511076467608,126.917584740113,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:17
중소기업중앙회 앞 노상주차장(구),영등포구 여의도동 1-5,1545231,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5277501990886,126.920672197789,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:18
문래1동 공영주차장(시),영등포구 문래동3가 54-12,1545252,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,130.0,5.0,130.0,5.0,,,37.51355189,126.89726821,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,2026-06-28 01:16:20,Y,유료,N,야간 미개방,0000,0000,Y,유료,,1156012100056,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:18
여의도백화점 앞 노상주차장(구),영등포구 여의도동 3-5,1545353,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5208798440259,126.927342304902,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:19
경호빌딩앞 노상주차장(구),영등포구 여의도동 25-0,1545366,NS,노상 주차장,1,시간제 주차장,02-2650 -1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5240666732752,126.926009419312,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:20
교보생명 앞 노상주차장(구),영등포구 당산동2가 71-0,1545399,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,500.0,10.0,15000.0,100000.0,37.5228779557639,126.892844188827,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:21
KBS별관옆 노상주차장(구),영등포구 여의도동 4-4,1545408,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.519841485116,126.929955354985,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:21
국민은행앞 노상주차장(구),영등포구 여의도동 15-22,1545410,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5283606872029,126.918771492728,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:22
양남사거리 앞 노상주차장(구),영등포구 당산동2가 30-0,1545468,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,15000.0,100000.0,37.5224397996383,126.891660413153,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:23
영등포중앙시장 노상주차장(구),영등포구 영등포동7가 5-1,1545494,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2634-1308,0900,1900,0900,1500,0000,0000,1,유료,100.0,5.0,200.0,10.0,6000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:24
벽산디지털밸리앞 노상주차장(구),영등포구 문래동5가 5-0,1545832,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,500.0,10.0,15000.0,100000.0,37.515137038791,126.886810757084,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:24
경남아파트 앞 노상주차장(구),영등포구 당산동3가 56-0,1548692,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,100.0,5.0,200.0,10.0,6000.0,50000.0,37.5244709938705,126.897902850625,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:25
이촌로54길(구),용산구 이촌동 302-31,1549619,NS,노상 주차장,1,시간제 주차장,02-749-5314,1100,2100,1100,1700,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5199381699349,126.969246372193,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:26
장충단로(한남광장) 관광버스전용 주차장(시),용산구 한남동 9-19,1549662,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,0000,0000,0000,0000,0000,0000,1,무료,,,,,,,37.54735334,127.00265619,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),3.0,2026-06-28 01:16:26,N,무료,N,야간 미개방,0000,0000,Y,유료,0,1117013100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:26
경남아파트 앞 노상주차장(구),영등포구 영등포동7가 56-0,1551329,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,100.0,5.0,200.0,10.0,6000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:27
신흥증권앞 노상주차장(구),영등포구 여의도동 2-4,1551423,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,500.0,5.0,36000.0,200000.0,37.5241919125789,126.926877425348,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:28
경도상가앞 노상주차장(구),영등포구 여의도동 44-0,1551803,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5210293614787,126.929642482167,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:29
상봉복개(구),중랑구 상봉동 399-4,1552993,NS,노상 주차장,1,시간제 주차장,02-2272-8821,0900,1900,0900,1500,0000,0000,1,유료,400.0,5.0,400.0,5.0,,,37.5941799276321,127.088010574621,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:29
묵중안공영주차장(구),중랑구 묵동 250-39,1552996,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.6053653356947,127.077242907896,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:30
묵중안공영주차장(구),중랑구 중화동 250-39,1554685,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:31
중화동(구),중랑구 중화동 61-2,1554862,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,100.0,5.0,100.0,5.0,,,37.5951131967923,127.072177684662,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:32
우림시장공영주차장(구),중랑구 망우동 486-10,1554869,NS,노상 주차장,1,시간제 주차장,02-436-3598,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.599304830742,127.1001359785,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:32
나들목공영주차장(구),중랑구 중화동 304-36,1554895,NS,노상 주차장,3,시간제 + 거주자 주차장,02-438-7210,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5995503302417,127.078493860957,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:33
동부갯 공영주차장(구),중랑구 망우동 487-1,1554946,NS,노상 주차장,1,시간제 주차장,02-438-7209,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.6001624491523,127.09964441627,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:34
매화공영주차장(구),중랑구 상봉동 85-41,1556710,NS,노상 주차장,1,시간제 주차장,02-438-7210,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5937209147803,127.090457301253,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:35
맛솜씨공영주차장(구),중랑구 망우동 490-21,1556726,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5986213585633,127.097202973447,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:35
주막거리공영주차장(구),중랑구 상봉동 127-19,1556767,NS,노상 주차장,1,시간제 주차장,02-438-7210,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5929445757743,127.07990739382,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:36
양남사거리 앞 노상주차장(구),영등포구 양평동1가 30-0,1561583,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,15000.0,100000.0,37.5228679317335,126.89114417454,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:37
대림역 공영주차장(시),영등포구 대림동 808-24,1562029,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,2400,1,유료,400.0,5.0,400.0,5.0,,,37.49246098,126.89562459,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),2.0,2026-06-28 01:16:20,Y,유료,N,야간 미개방,0000,2400,N,무료,0,1156013300113,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:38
여의서로 공영주차장(시),영등포구 여의도동 8-1,1563914,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,280.0,5.0,280.0,5.0,,120000.0,37.53306819,126.91754289,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),38.0,2026-06-28 01:16:21,Y,유료,N,야간 미개방,0000,0000,Y,유료,120000,1156011000122,280.0,5.0,280.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:38
동아빌딩앞 노상주차장(구),영등포구 여의도동 14-0,1564068,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5302996530224,126.919577176287,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:39
렉싱턴호텔뒤 노상주차장(구),영등포구 여의도동 13-0,1564262,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5309560903106,126.921132661482,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:39
롯데캐슬앞 노상주차장(구),영등포구 여의도동 36-0,1564328,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5202422355855,126.926374275404,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:40
연희사러가쇼핑센터앞(구),서대문구 연희동 130-12,1564466,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,,,,,37.5675775054047,126.929046687551,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:41
대치유수지(구),강남구 대치동 78-29,1565220,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,200.0,5.0,200.0,5.0,16000.0,80000.0,37.5051780448826,127.068283474899,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:42
일원동맛의거리(구),강남구 일원동 709-9,1566024,NS,노상 주차장,1,시간제 주차장,,1100,2100,0000,0000,0000,0000,1,유료,100.0,5.0,100.0,5.0,,50000.0,37.4910646642765,127.087328700731,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:43
거주자우선주차장(구),강동구 성내동 540-0,1567464,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,100000.0,37.5300981049478,127.123686336418,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:43
유진상가앞(구),서대문구 홍제동 294-46,1567512,NS,노상 주차장,1,시간제 주차장,,1000,1900,1000,1500,0000,0000,1,유료,250.0,5.0,,,,,37.5911808459468,126.941914096094,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:44
위례성길(방이습지)(구),송파구 방이동 452-4,1567642,NS,노상 주차장,1,시간제 주차장,,0900,1800,0000,0000,0000,0000,1,유료,150.0,5.0,,,,80000.0,37.50880287522,127.135147640737,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:45
봉상시길(구),송파구 잠실동 193-11,1568427,NS,노상 주차장,1,시간제 주차장,,0900,2100,0900,2100,0900,2100,1,유료,250.0,5.0,,,,,37.5099441136761,127.080413420849,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:46
교통공원길(구),송파구 신천동 10-2,1568618,NS,노상 주차장,1,시간제 주차장,,0900,2100,0900,2100,0900,2100,1,유료,250.0,5.0,,,,,37.5162244306375,127.103599153394,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:47
동작갯마을(구),동작구 동작동 102-65,1568620,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1900,0000,0000,1,유료,150.0,5.0,,,35000.0,100000.0,37.4959878595743,126.982617019684,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:47
테헤란로26길(구),강남구 역삼동 803-8,1568792,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.4992563138183,127.036213311874,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:48
은마아파트(구),강남구 대치동 316-0,1568804,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.4974180026259,127.065327020175,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:49
위례성길(구),송파구 방이동 18-0,1569863,NS,노상 주차장,1,시간제 주차장,,0900,2100,0900,2100,0900,2100,1,유료,250.0,5.0,,,,,37.5149488221386,127.119497899914,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:50
로데오길(구),송파구 문정동 3-2,1569866,NS,노상 주차장,1,시간제 주차장,,1100,2000,1100,2000,1100,2000,1,유료,150.0,5.0,,,,,37.4911037217194,127.12566258071,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:51
