pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at,카카오맵_매칭된_주차장명,카카오맵_유사도,카카오맵_별점,카카오맵_리뷰수,카카오맵_URL,카카오맵_후기_URL
청계1(북) 공영주차장(시),종로구 관철동 13-14,1451938,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56829211,126.9885708,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,청계1 북 공영주차장,94.10%,평가 없음,0,https://place.map.kakao.com/1061665987,https://place.map.kakao.com/1061665987#review
청계5(북1) 공영주차장(시),종로구 종로5가 458-2,1452019,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56982884,127.0059896,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,청계5 노상공영주차장,88.90%,1,3,https://place.map.kakao.com/27124165,https://place.map.kakao.com/27124165#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당고개위 공영주차장(시),노원구 상계동 111-568,1453742,NS,노상 주차장,1,시간제 주차장,02-1688-1054,900,2200,900,2200,900,2200,1,유료,400,5,400,5,,,37.67041699,127.080604,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4,2026-06-28 1:16,Y,유료,N,야간 미개방,900,2200,N,무료,0,1.14E+12,400,5,400,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,당고개위 공영주차장,100.00%,평가 없음,1,https://place.map.kakao.com/27164846,https://place.map.kakao.com/27164846#review
수락산디자인서울거리(구),노원구 상계동 996-2,1453816,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1800,900,1800,1,유료,150,5,,,19800,100000,37.6745427,127.0603238,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,수락산디자인거리 공영주차장 전기차충전소,68.80%,평가 없음,0,https://place.map.kakao.com/157837868,https://place.map.kakao.com/157837868#review
주공7단지옆(구),노원구 상계동 693-5,1453857,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1800,900,1800,1,유료,250,5,,,33000,150000,37.65626509,127.0609488,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,상계주공7단지 앞 공영주차장,72.70%,3,1,https://place.map.kakao.com/25621597,https://place.map.kakao.com/25621597#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주공6단지상가주변(구),노원구 상계동 723-2,1454055,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1800,900,1800,1,유료,250,5,,,33000,150000,37.65383627,127.0622367,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,주공6단지상가주변공영주차장,92.30%,1,1,https://place.map.kakao.com/27109149,https://place.map.kakao.com/27109149#review
청구건영아파트옆(구),노원구 중계동 360-4,1454202,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1800,900,1800,1,유료,250,5,,,33000,150000,37.65033252,127.0757979,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,청구건영아파트옆 공영주차장,91.70%,평가 없음,0,https://place.map.kakao.com/25620249,https://place.map.kakao.com/25620249#review
신한증권옆(구),노원구 중계동 366-12,1454316,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1800,900,1800,1,유료,250,5,,,33000,150000,37.65128386,127.0776177,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,신한증권옆공영주차장,88.90%,3,1,https://www.google.co.kr/maps/place/%EC%8B%A0%ED%95%9C%EC%A6%9D%EA%B6%8C%EC%98%86%EA%B3%B5%EC%98%81%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m10!1m2!2m1!1z7Iug7ZWc7Kad6raM7JiG7KO87LCo7J6l!3m6!1s0x357cb90c9fca710d:0x98ebea79eff33f5f!8m2!3d37.651304!4d127.077513!15sChjsi6DtlZzspp3qtozsmIbso7zssKjsnqWSAQdwYXJraW5n4AEA!16s%2Fg%2F113g4018n?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D,https://www.google.co.kr/maps/place/%EC%8B%A0%ED%95%9C%EC%A6%9D%EA%B6%8C%EC%98%86%EA%B3%B5%EC%98%81%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m12!1m2!2m1!1z7Iug7ZWc7Kad6raM7JiG7KO87LCo7J6l!3m8!1s0x357cb90c9fca710d:0x98ebea79eff33f5f!8m2!3d37.651304!4d127.077513!9m1!1b1!15sChjsi6DtlZzspp3qtozsmIbso7zssKjsnqWSAQdwYXJraW5n4AEA!16s%2Fg%2F113g4018n?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부영그린 공영노상주차장(구),양천구 목동 908-35,147462,NS,노상 주차장,1,시간제 주차장,02-2644-1386,900,1900,900,1500,0,0,1,유료,150,5,,,9000,100000,37.53698862,126.8814349,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,부영그린공영주차장,90.00%,5,1,https://place.map.kakao.com/27217359,https://place.map.kakao.com/27217359#review
성내역(잠실나루역) 공영주차장(시),송파구 신천동 11-1,1475224,NS,노상 주차장,1,시간제 주차장,,900,1800,900,1500,0,0,1,유료,270,5,270,5,,,37.51757323,127.1050743,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),15,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,,1.17E+12,270,5,270,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,잠실역 공영주차장,75.00%,2.8,50,https://place.map.kakao.com/27216884,https://place.map.kakao.com/27216884#review
동작대교(위) 공영주차장(시),동작구 동작동 316-3,1477337,NS,노상 주차장,1,시간제 주차장,,1300,2200,1300,2200,1300,2200,1,유료,450,5,450,5,,,37.50518327,126.9807545,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),9,2026-06-28 1:16,Y,유료,N,야간 미개방,1300,2200,N,무료,0,1.16E+12,450,5,450,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,동작대교 공영주차장,100.00%,평가 없음,6,https://place.map.kakao.com/25632301,https://place.map.kakao.com/25632301#review
삼성동 제1공영주차장(구),관악구 신림동 808-498 원산2길 40 일대,1486889,NS,노상 주차장,1,시간제 주차장,02-2081-2600,900,1900,0,0,0,0,1,유료,150,5,,,,,37.4686768,126.9309993,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,삼성동제1공영주차장,100.00%,5,1,https://place.map.kakao.com/20517182,https://place.map.kakao.com/20517182#review
신림동 제2공영주차장(구),관악구 신림동 1472-1,1486978,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000,2000,1000,2000,1,유료,250,5,,,,,37.48462415,126.9252587,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,신림동제2노상공영주차장,90.90%,4.3,3,https://place.map.kakao.com/17100725,https://place.map.kakao.com/17100725#review
조원동 제2공영주차장(구),관악구 신림동 1675-5 조원로 4~37구간,1486995,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000,2000,1000,2000,1,유료,250,5,,,,,37.48398331,126.9078441,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,조원동제2공영주차장,100.00%,2,1,https://www.google.co.kr/maps/place/%EC%A1%B0%EC%9B%90%EB%8F%99%EC%A0%9C2%EA%B3%B5%EC%98%81%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!3m1!4b1!4m6!3m5!1s0x357c9e31bad77c51:0xcb637b562e0906de!8m2!3d37.4836269!4d126.9025903!16s%2Fg%2F1tdls6c1?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D,https://www.google.co.kr/maps/place/%EC%A1%B0%EC%9B%90%EB%8F%99%EC%A0%9C2%EA%B3%B5%EC%98%81%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m8!3m7!1s0x357c9e31bad77c51:0xcb637b562e0906de!8m2!3d37.4836269!4d126.9025903!9m1!1b1!16s%2Fg%2F1tdls6c1?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D
낙성대 제1공영주차장(구),관악구 봉천동 1627-10,1486998,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000,2000,1000,2000,1,유료,250,5,,,,,37.47785677,126.9588859,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,낙성대제1공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/20514156,https://place.map.kakao.com/20514156#review
서원동 제1공영주차장(구),관악구 신림동 1642-7 관천로 32~44구간,1487237,NS,노상 주차장,1,시간제 주차장,02-2081-2600,1000,2000,1000,2000,1000,2000,1,유료,250,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,서원동 제1공영주차장,100.00%,2,12,https://place.map.kakao.com/17100689,https://place.map.kakao.com/17100689#review
영동대로106길(구),강남구 삼성동 172-7,1495425,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,300,5,300,5,,120000,37.51378548,127.0630025,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,아이파크타워2 주차장,28.60%,평가 없음,0,https://place.map.kakao.com/1705925079,https://place.map.kakao.com/1705925079#review
논현로28길 노상공영 주차장(구),강남구 도곡동 524-0,1495481,NS,노상 주차장,1,시간제 주차장,02-2176-0907,900,1900,0,0,0,0,1,유료,300,5,300,5,,120000,37.48324244,127.0441619,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,논현로28길 노상공영주차장,100.00%,5,1,https://place.map.kakao.com/17772274,https://place.map.kakao.com/17772274#review
테헤란로64길(구),강남구 대치동 1011-19,1495580,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,400,5,400,5,,150000,37.50340264,127.0511188,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,롯데로즈골드1차 주차장,38.10%,평가 없음,0,https://place.map.kakao.com/26377527,https://place.map.kakao.com/26377527#review
도산대로45길(구),강남구 신사동 668-23,1495582,NS,노상 주차장,1,시간제 주차장,02-1544-3113,1000,2000,0,0,0,0,1,유료,400,5,400,5,,150000,37.52304205,127.0355171,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,신사슬기길주차장,44.40%,평가 없음,0,https://place.map.kakao.com/20518580,https://place.map.kakao.com/20518580#review
선릉로146길 노상공영주차장(구),강남구 청담동 77-27,1495593,NS,노상 주차장,1,시간제 주차장,,1000,2000,0,0,0,0,1,유료,400,5,,,,150000,37.52193121,127.0410635,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,선릉로146길 공영노상주차장,85.70%,4,2,https://place.map.kakao.com/26826660,https://place.map.kakao.com/26826660#review
선릉로132길 노상공영 주차장(구),강남구 청담동 77-84,1495594,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,400,5,400,5,,150000,37.51821851,127.0426451,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,선릉로132길 노상공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/17768868,https://place.map.kakao.com/17768868#review
영동대로85길(구),강남구 대치동 1012-15,1495596,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,400,5,400,5,,150000,37.50694125,127.0583099,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,제일주차장,40.00%,평가 없음,0,https://place.map.kakao.com/20563563,https://place.map.kakao.com/20563563#review
남부순환로397길(구),강남구 대치동 600-13,1495622,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,300,5,300,5,,120000,37.49413177,127.0604089,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,남부순환로397길 노외공영주차장,85.70%,평가 없음,0,https://place.map.kakao.com/1903663517,https://place.map.kakao.com/1903663517#review
대치동507-3(구),강남구 대치동 507-3,1495632,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,300,5,300,5,,120000,37.49334277,127.0626236,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,대치동507-3 노상공영주차장,84.60%,5,1,https://place.map.kakao.com/17772323,https://place.map.kakao.com/17772323#review
영동대로96길(구),강남구 삼성동 172-41,1495682,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,300,5,300,5,,120000,37.51137483,127.0650283,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,대윤빌딩 주차장,47.10%,평가 없음,0,https://place.map.kakao.com/26537163,https://place.map.kakao.com/26537163#review
언주로147길(구),강남구 논현동 279-22,1495734,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,400,5,400,5,,150000,37.51987034,127.0333477,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,보전빌딩 주차장,35.30%,평가 없음,0,https://place.map.kakao.com/20516676,https://place.map.kakao.com/20516676#review
영동대로85길(구),강남구 대치동 1012-111,1495787,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,400,5,400,5,,150000,37.5058409,127.0585737,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,제일주차장,40.00%,평가 없음,0,https://place.map.kakao.com/20563563,https://place.map.kakao.com/20563563#review
언주로171길(구),강남구 신사동 668-11,1495907,NS,노상 주차장,1,시간제 주차장,,900,1900,0,0,0,0,1,유료,400,5,400,5,,150000,37.52760119,127.0324574,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,언주로171길 노상공영주차장,83.30%,2.5,2,https://place.map.kakao.com/17768288,https://place.map.kakao.com/17768288#review
압구정고가1 공영주차장(시),강남구 신사동 668-0,1496216,NS,노상 주차장,1,시간제 주차장,,800,2100,900,2100,900,2100,1,유료,810,5,810,5,,,37.52611513,127.0284475,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2026-06-28 1:16,Y,유료,N,야간 미개방,900,2100,N,무료,0,1.17E+12,810,5,810,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,압구정고가1 공영주차장,100.00%,2.3,0,https://place.map.kakao.com/20518987,https://place.map.kakao.com/20518987#review
동호대교(남) 공영주차장(시),강남구 압구정동 435-0,1496233,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1900,0,0,1,유료,290,5,290,5,,105000,37.53106835,127.0248173,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),15,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,105000,1.17E+12,290,5,290,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,동호대교 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/26821271,https://place.map.kakao.com/26821271#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대림역2 공영주차장(시),구로구 구로동 73-9,1499707,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,400,5,400,5,,160000,37.49568958,126.8937431,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),13,2026-06-28 1:17,Y,유료,N,야간 미개방,0,0,Y,유료,160000,1.15E+12,400,5,400,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,대림역2 노상 공영주차장,90.00%,평가 없음,0,https://place.map.kakao.com/1450767051,https://place.map.kakao.com/1450767051#review
배다리동길 노상공영주차장(구),강서구 화곡동 890-0,1503228,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900,1500,0,0,1,유료,200,5,,,,120000,37.52904566,126.848908,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,화곡8동배다리동길 노상공영주차장,85.70%,평가 없음,0,https://place.map.kakao.com/27427105,https://place.map.kakao.com/27427105#review
등촌3동 구암길(구),강서구 등촌동 695-0,1503430,NS,노상 주차장,1,시간제 주차장,02-1899-5498,900,1900,900,1500,0,0,1,유료,250,5,250,5,10000,120000,37.56045166,126.8448688,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,등촌3동구암길 노상공영주차장,83.30%,평가 없음,0,https://place.map.kakao.com/25612180,https://place.map.kakao.com/25612180#review
방죽길 노상공영주차장(구),강서구 화곡동 1111-8,1503473,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900,1500,0,0,1,유료,250,5,,,,120000,37.55296569,126.8516347,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,화곡6동 방죽길 노상공영주차장,83.30%,평가 없음,0,https://place.map.kakao.com/1635623050,https://place.map.kakao.com/1635623050#review
달구지길 노상공영주차장(구),강서구 화곡동 361-1,1503674,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2065-1575,900,1900,0,0,0,0,1,유료,250,5,,,,120000,37.53364623,126.837357,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,달구지길 노상공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/26229688,https://place.map.kakao.com/26229688#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가양3동 황금내공원길(구),강서구 가양동 1485-0,1504483,NS,노상 주차장,1,시간제 주차장,02-2607-9113,900,1900,900,1500,0,0,1,유료,100,5,100,5,5000,50000,37.56322912,126.8592941,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,황금내공원길주차장,81.80%,3.9,17,https://www.google.co.kr/maps/place/%ED%99%A9%EA%B8%88%EB%82%B4%EA%B3%B5%EC%9B%90%EA%B8%B8%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!3m1!4b1!4m6!3m5!1s0x357c9bff53f8983f:0xebf95f2a95a70c79!8m2!3d37.5623111!4d126.8630087!16s%2Fg%2F113k5n5qt?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D,https://www.google.co.kr/maps/place/%ED%99%A9%EA%B8%88%EB%82%B4%EA%B3%B5%EC%9B%90%EA%B8%B8%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m8!3m7!1s0x357c9bff53f8983f:0xebf95f2a95a70c79!8m2!3d37.5623111!4d126.8630087!9m1!1b1!16s%2Fg%2F113k5n5qt?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D
꿈나무길 노상공영주차장(구),강서구 등촌동 709-16,1504492,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900,1500,0,0,1,유료,250,5,,,,120000,37.55997909,126.8463836,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,꿈나무길노상공영주차장,100.00%,5,1,https://place.map.kakao.com/2068153562,https://place.map.kakao.com/2068153562#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용강동 노상 공영주차장(구),마포구 용강동 122-15,1504664,NS,노상 주차장,1,시간제 주차장,,1200,2200,1200,1800,0,0,1,유료,250,5,250,5,,,37.54109978,126.941516,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,용강2 노상공영주차장,90.00%,평가 없음,0,https://place.map.kakao.com/533962221,https://place.map.kakao.com/533962221#review
신학대길 노상공영주차장(구),강서구 화곡동 980-19,1504672,NS,노상 주차장,1,시간제 주차장,02-2065-1575,900,1900,900,1500,0,0,1,유료,250,5,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,신학대길 노상공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/839268428,https://place.map.kakao.com/839268428#review
경남 공영주차장(구),마포구 서교동 376-5,1505123,NS,노상 주차장,1,시간제 주차장,,1100,2100,1100,2100,0,0,1,유료,250,5,250,5,,150000,37.55328148,126.9177976,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,경남 노상공영주차장,87.50%,4.5,2,https://place.map.kakao.com/846496124,https://place.map.kakao.com/846496124#review
연남 유료 주차장(구),마포구 연남동 258-3,1506891,NS,노상 주차장,1,시간제 주차장,,1000,2100,1000,2100,0,0,1,유료,250,5,250,5,,150000,37.5620216,126.9241215,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,연남공영주차장,71.40%,3.4,7,https://www.google.co.kr/maps/place/%EC%97%B0%EB%82%A8%EA%B3%B5%EC%98%81%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m10!1m2!2m1!1z7Jew64Ko7Jyg66OM7KO87LCo7J6l!3m6!1s0x357c98ee91843551:0xfb8feaceab96f77e!8m2!3d37.5629787!4d126.924947!15sChXsl7DrgqjsnKDro4zso7zssKjsnqWSAQdwYXJraW5n4AEA!16s%2Fg%2F1tnspvz1?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D,https://www.google.co.kr/maps/place/%EC%97%B0%EB%82%A8%EA%B3%B5%EC%98%81%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m12!1m2!2m1!1z7Jew64Ko7Jyg66OM7KO87LCo7J6l!3m8!1s0x357c98ee91843551:0xfb8feaceab96f77e!8m2!3d37.5629787!4d126.924947!9m1!1b1!15sChXsl7DrgqjsnKDro4zso7zssKjsnqWSAQdwYXJraW5n4AEA!16s%2Fg%2F1tnspvz1?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세운대림상가(서측)(구),중구 산림동 207-1,1509377,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,1900,900,1500,0,0,1,유료,500,5,500,5,,250000,37.56804887,126.9953685,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,대림상가옆 공영주차장,73.70%,평가 없음,0,https://place.map.kakao.com/1870032787,https://place.map.kakao.com/1870032787#review
청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,1509662,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56907094,127.0022251,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),2,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,청계5방산동 노상공영주차장,76.20%,평가 없음,0,https://place.map.kakao.com/543995975,https://place.map.kakao.com/543995975#review
이화여고 앞(구),중구 순화동 1-139,1509757,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,2000,900,1600,0,0,1,유료,250,5,250,5,,180000,37.56517887,126.9684912,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,이화여고앞공영주차장,88.90%,5,1,https://place.map.kakao.com/26909635,https://place.map.kakao.com/26909635#review
청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,1509853,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56821635,126.9979592,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),8,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,청계3노상공영주차장,88.90%,평가 없음,1,https://place.map.kakao.com/1621192080,https://place.map.kakao.com/1621192080#review
세운대림상가(동측)(구),중구 산림동 207-2,1509934,NS,노상 주차장,1,시간제 주차장,02-2280-8360,900,1900,900,1500,0,0,1,유료,500,5,500,5,,250000,37.56752351,126.9954274,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,대림상가옆 공영주차장,73.70%,평가 없음,0,https://place.map.kakao.com/1870032787,https://place.map.kakao.com/1870032787#review
청계5(남) 공영주차장(시),중구 을지로6가 17-442 0,1510016,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56950204,127.0073071,서울API,0,미연계중,,,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:09,청계5 노상공영주차장,88.90%,1,3,https://place.map.kakao.com/27124165,https://place.map.kakao.com/27124165#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남평화시장(구),중구 신당동 779-0,1510112,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0,2359,0,2359,0,2359,1,유료,500,5,500,5,,250000,37.5689042,127.0111465,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:09,남평화시장앞공영주차장,84.20%,1,2,https://place.map.kakao.com/26879270,https://place.map.kakao.com/26879270#review
